藥品代碼,藥品名稱,數量
A027013100,RESERPINE 100MCG + HYDRALAZINE 10MG + HYDROCHLOROTHIAZIDE 10MG， 一般錠劑膠囊劑,0
A027019100,BERBERINE 60MG + ETHACRIDINE 36MG， 一般錠劑膠囊劑，,0
A027022100,TETRACYCLINE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A027024100,EPRAZINONE ， 一般錠劑膠囊劑 ， 30.00 MG,1389732.7
A027038100,MEBENDAZOLE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A027040100,DEXCHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 2.00 MG,15640259.9
A027044100,TRANEXAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A0270441G0,TRANEXAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,45748.9
A027060100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,43560.5
A027068100,LYSOZYME ， 一般錠劑膠囊劑 ， 90.00 MG,0
A027082100,OXAZOLAM ， 一般錠劑膠囊劑 ， 10.00 MG,0
A027093100,CEFADROXIL ， 一般錠劑膠囊劑 ， 500.00 MG,3365
A027102100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,219432.9
A027109100,GRISEOFULVIN ， 一般錠劑膠囊劑 ， 500.00 MG,1566.3
A027110100,DIPHENYLPYRALINE 3MG + PSEUDOEPHEDRINE 33.3MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,0
A027123100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 500.00 MG,9253.8
A027126100,LYSOZYME ， 一般錠劑膠囊劑 ， 50.00 MG,20
A027131100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,0
A027137277,SODIUM CHLORIDE 8.6MG/ML + POTASSIUM CHLORIDE 0.3MG/ML + CALCIUM CHLORIDE 0.33MG/ML， 注射劑， 500.00ML,0
A027144151,PSEUDOEPHEDRINE 6MG/ML + TRIPROLIDINE 250MCG/ML ， 口服液劑， 60.00ML,0
A027163100,TRANEXAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A027164100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,0
A027174100,LYSOZYME ， 一般錠劑膠囊劑 ， 60.00 MG,4775
A027177121,ACETYLCYSTEINE ， 口服顆粒劑 ， 100.00 MG,1295965.3
A027193321,ECONAZOLE ， 外用液劑 ， 10.00  MG/ML ， 5.00 ML,0
A027206100,ISOPRINOSINE ， 一般錠劑膠囊劑 ， 500.00 MG,0
A027210212,DEXTROMETHORPHAN 5MG/ML + CHLORPHENIRAMINE 2MG/ML +  METHYLEPHEDRINE 10MG/ML + GUAIFENESIN 20MG/ML±LIDOCAINE 15MG/ML， 注射劑， 2.00ML,0
A027213100,DIMETHICONE 25MG + ALUMINUM HYDROXIDE 200MG + MAGNESIUM HYDROXIDE 200MG， 一般錠劑膠囊劑，,0
A027233500,POVIDONE-IODINE ， 栓劑 ， 200.00 MG,25371
A027236100,ACETAMINOPHEN 250MG + CHLORZOXAZONE 150MG + CAFFEINE 20MG + VITAMIN B1 10MG， 一般錠劑膠囊劑,0
A0272361G0,ACETAMINOPHEN 250MG + CHLORZOXAZONE 150MG + CAFFEINE 20MG + VITAMIN B1 10MG， 一般錠劑膠囊劑,0
A027244100,BUMETANIDE ， 一般錠劑膠囊劑 ， 1.00 MG,0
A027254100,NEFOPAM ， 一般錠劑膠囊劑 ， 30.00 MG,0
A027280212,DIPROPHYLLINE 25MG/ML + GUAIFENESIN 40MG/ML， 注射劑， 2.00ML,0
A027287100,IBUPROFEN ， 一般錠劑膠囊劑 ， 200.00 MG,54524.2
A027289338,UREA ， 外用軟膏劑 ， 100.00  MG/GM ， 20.00 GM,120336.3
A027297100,TRIFLUOPERAZINE ， 一般錠劑膠囊劑 ， 10.00 MG,56
A027300100,NEFOPAM ， 一般錠劑膠囊劑 ， 30.00 MG,2090
A027312100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 7.67 - 10.00 MG,0
A027313100,DIMETHYL SULFOXIDE ， 一般錠劑膠囊劑 ， 1.00 MG,0
A027330100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,4256
A027333100,ACETAMINOPHEN 300MG + CHLORZOXAZONE 250MG， 一般錠劑膠囊劑，,0
A027361100,OXYBUTYNIN ， 一般錠劑膠囊劑 ， 5.00 MG,0
A027373349,CALAMINE 20MG/ML + ZINC OXIDE 80MG/ML， 外用液劑， 53.00ML,510
A027374100,TRIHEXYPHENIDYL ， 一般錠劑膠囊劑 ， 2.00 MG,1969
A027405100,SILYMARIN ， 一般錠劑膠囊劑 ， 70.00 MG,226
A027427321,OXYTETRACYCLINE 5MG/GM + POLYMYXIN 10000IU/GM， 外用軟膏劑， 5.00GM,0
A027432100,CLEMASTINE ， 一般錠劑膠囊劑 ， 1.00 MG,286846.3
A027433100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,52380.5
A027434100,BETAMETHASONE ， 一般錠劑膠囊劑 ， 600.00 MCG,0
A027438100,ISOSORBIDE DINITRATE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A027439100,NIFEDIPINE ，一般錠劑膠囊劑， 10.00 MG,0
A027444100,CARBOCYSTEINE ， 一般錠劑膠囊劑 ， 375.00 MG,501892.5
A027457100,BROMOPRIDE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A027479435,CHLORPHENIRAMINE 0.1MG/ML + CHONDROITIN 3MG/ML + NEOSTIGMINE 0.2MG/ML + VITAMIN A 100MCG/ML + ZINC SULFATE 1MG/ML， 眼用液劑， 15.00ML,11
A027491100,VITAMIN B1 100MG + VITAMIN B2 10MG， 一般錠劑膠囊劑，,0
A0274921G0,VITAMIN B1 50MG + VITAMIN B2 5MG + VITAMIN B6 5MG + VITAMIN B12 5MCG， 一般錠劑膠囊劑，,7527
A027501100,SILYMARIN 70MG + MULTIVITAMINES， 一般錠劑膠囊劑，,1275
A027506100,SILYMARIN 70MG + MULTIVITAMINES， 一般錠劑膠囊劑，,6780
A027513100,CEFACLOR ， 一般錠劑膠囊劑 ， 250.00 MG,0
A027528100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 30.00 MG,0
A027531100,METOCLOPRAMIDE ， 一般錠劑膠囊劑 ， 3.84-5.00 MG,0
A027536100,LACTIC ACID BACTERIA 3MG + BACILLUS NATTO BN STRAIN 2MG， 一般錠劑膠囊劑，,0
A027549100,DIMETHICONE 25MG + ALUMINUM MAGNESIUM HYDROXIDE CARBONATE HYDRATE 282MG + MAGNESIUM HYDROXIDE 85MG， 一般錠劑膠囊劑，,0
A027551100,OXETHAZAINE 5MG + ALUMINUM HYDROXIDE 124.9MG + MAGNESIUM CARBONATE 83.8MG， 一般錠劑膠囊劑，,0
A027558100,NAPROXEN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A027568100,BENZBROMARONE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A027569100,DEXCHLORPHENIRAMINE ， 一般錠劑膠囊劑 ， 2.00 MG,4112885.3
A027598100,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,0
A0275981G0,DEXTROMETHORPHAN 20MG + POTASSIUM CRESOLSULFONATE 90MG + LYSOZYME 20MG， 一般錠劑膠囊劑，,0
A027605100,BROMHEXINE ， 一般錠劑膠囊劑 ， 8.00 MG,0
A027615100,DIMETHICONE 30MG + ALUMINUM HYDROXIDE 400MG + MAGNESIUM HYDROXIDE 400MG， 一般錠劑膠囊劑，,0
A027658100,CHOLINE BITARTRATE 100MG + CYSTEINE 20MG-25MG + INOSITOL 25MG + VITAMIN B12 1.5MCG， 一般錠劑膠囊劑，,0
A027667321,BETAMETHASONE 0.5MG/GM + GENTAMICIN 1MG/GM + TOLNAFTATE 10MG/GM + IODOCHLORHYDROXYQUIN 10MG/GM， 外用軟膏劑， 5.00GM,0
A027676100,GEMFIBROZIL ， 一般錠劑膠囊劑 ， 300.00 MG,92610
A027687216,5.0% AMINO ACIDS ， 注射劑 ， 5.00  %， 3.00 ML,1
A027706100,CHLOPHEDIANOL ， 一般錠劑膠囊劑 ， 25.00 MG,87
A027716209,PROCHLORPERAZINE ， 注射劑 ， 5.00 MG,0
A027717206,BETAMETHASONE ， 注射劑 ， 2.50 MG,0
A027718206,BETAMETHASONE ， 注射劑 ， 2.00 MG,886
A027718209,BETAMETHASONE ， 注射劑 ， 4.00 MG,0
A027736209,PROMETHAZINE ， 注射劑 ， 25.00 MG,0
A027775100,VERAPAMIL ， 一般錠劑膠囊劑 ， 40.00 MG,0
A027776100,GRISEOFULVIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A027792100,VITAMIN B1 10MG + VITAMIN B6 5MG + VITAMIN B12 25MCG， 一般錠劑膠囊劑，,0
A027818100,INDAPAMIDE ， 一般錠劑膠囊劑 ， 2.50 MG,2291
A027847100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A027870100,ALUMINUM PHOSPHATE ， 一般錠劑膠囊劑 ， 400.00 MG,0
A027876100,SILYMARIN ， 一般錠劑膠囊劑 ， 70.00 MG,13148
A027887100,FLUNARIZINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A027934100,含DEXTROMETHORPHAN複方鎮咳劑， 一般錠劑膠囊劑,22940.9
A027936100,DIPHENHYDRAMINE ， 一般錠劑膠囊劑 ， 50.00 MG,3380297
A027946100,DEXAMETHASONE ， 一般錠劑膠囊劑 ， 250.00 MCG,90
A027971100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,0
A028015100,TRIMETHOPRIM ， 一般錠劑膠囊劑 ， 100.00 MG,0
A028020199,KAOLIN 200MG/ML + PECTIN 10MG/ML， 口服液劑， 1.00ML,0
A028021321,RETINOIC ACID (=TRETINOIN) ， 外用軟膏劑 ， 1.00  MG/GM ， 5.00 GM,2695
A028029100,DIPHENHYDRAMINE ， 一般錠劑膠囊劑 ， 50.00 MG,17186
A028055100,GRISEOFULVIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A028069100,ALCLOFENAC ， 一般錠劑膠囊劑 ， 250.00 MG,46
A028098100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,143264.6
A028133100,IODINATED GLYCEROL ， 一般錠劑膠囊劑 ， 60.00 MG,0
A028136100,NAPROXEN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A028140100,RIFAMPICIN， 一般錠劑膠囊劑 ， 300.00 MG,2
A028141329,SULFADIAZINE ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,0
A028142100,CARBOCYSTEINE ， 一般錠劑膠囊劑 ， 375.00 MG,1523385
A028151212,AMIKACIN ， 注射劑 ， 250.00 MG,0
A028151229,AMIKACIN ， 注射劑 ， 1250.00 MG,0
A0282101G0,TRIMETHOPRIM ， 一般錠劑膠囊劑 ， 100.00 MG,0
A028254329,TRIAMCINOLONE 1MG/GM + NEOMYCIN 5MG/GM， 外用軟膏劑， 10.00GM,342.5
A028254338,TRIAMCINOLONE 1MG/GM + NEOMYCIN 5MG/GM， 外用軟膏劑， 20.00GM,0
A028302100,PIPEMIDIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A028307100,NITROXOLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A028313100,TIARAMIDE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A028315500,BENZOCAINE 100MG + HYDROCORTISONE 5MG + ALLANTOIN 10MG + VITAMIN E 20MG， 栓劑,1603
A028321100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,0
A028324100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,0
A028332100,DOMPERIDONE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A028371100,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,13212
A028374100,ACETAMINOPHEN 125MG + PROPYPHENAZONE 75MG + APRONALIDE 30MG + CAFFEINE 25MG， 一般錠劑膠囊劑，,0
A028379100,PIROXICAM ， 一般錠劑膠囊劑 ， 20.00 MG,0
A028380100,SULINDAC ， 一般錠劑膠囊劑 ， 100.00 MG,1394
A028451100,BROMHEXINE ， 一般錠劑膠囊劑 ， 8.00 MG,0
A028452100,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,9
A0284521G0,BUTYLSCOPOLAMINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A028453100,AMBROXOL ， 一般錠劑膠囊劑 ， 30.00 MG,0
A0284531G0,AMBROXOL ， 一般錠劑膠囊劑 ， 30.00 MG,0
A028454100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A0284541G0,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A028458100,PIRACETAM ， 一般錠劑膠囊劑 ， 400.00 MG,0
A028461100,DOMPERIDONE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A0284611G0,DOMPERIDONE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A028468100,CALCIUM CARBONATE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A028474100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 80.00 MG,0
A028476100,DEXTROMETHORPHAN ， 一般錠劑膠囊劑 ， 30.00 MG,0
A028478209,CHLORPHENIRAMINE ， 注射劑 ， 5.00 MG,0
A028483100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A028501100,FENOTEROL ， 一般錠劑膠囊劑 ， 2.50 MG,0
A028503100,BISACODYL ， 一般錠劑膠囊劑 ， 5.00 MG,0
A0285031G0,BISACODYL ， 一般錠劑膠囊劑 ， 5.00 MG,56
A028504100,CLONIDINE ， 一般錠劑膠囊劑 ， 75.00 MCG,0
A028506100,PIRENZEPINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A028507100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 75.00 MG,0
A028515100,METAPROTERENOL ， 一般錠劑膠囊劑 ， 20.00 MG,0
A028517100,PIPRINHYDRINATE ， 一般錠劑膠囊劑 ， 3.00 MG,245755.2
A028533100,PIRACETAM ， 一般錠劑膠囊劑 ， 400.00 MG,0
A028576216,DICLOFENAC ， 注射劑 ， 75.00 MG,0
A028578329,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,174
A028581100,FLUNARIZINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A0285921G0,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 75.00 MG,0
A028604116,ACETYLCYSTEINE ， 口服顆粒劑 ， 200.00 MG,0
A028606118,OPIUM CAMPHOR TINCTURE 0.12ML/ML + ANTIMONY POTASSIUM TARTRATE 0.24MG/ML + ETHYL NITRITE SPIRIT 0-0.03ML/ML + GLYCYRRHIZIC ACID 0.12ML/ML， 口服液劑， 3800.00ML,0
A028606138,OPIUM CAMPHOR TINCTURE 0.12ML/ML + ANTIMONY POTASSIUM TARTRATE 0.24MG/ML + ETHYL NITRITE SPIRIT 0-0.03ML/ML + GLYCYRRHIZIC ACID 0.12ML/ML， 口服液劑， 20.00ML,4
A028606159,OPIUM CAMPHOR TINCTURE 0.12ML/ML + ANTIMONY POTASSIUM TARTRATE 0.24MG/ML + ETHYL NITRITE SPIRIT 0-0.03ML/ML + GLYCYRRHIZIC ACID 0.12ML/ML， 口服液劑， 135.00ML,838
A028610100,ACETAMINOPHEN ， 一般錠劑膠囊劑 ， 500.00 MG,603390.1
A028613148,BROMHEXINE ， 口服液劑 ， 2.00  MG/ML ， 50.00 ML,3
A028614100,MEXILETINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A028623100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,0
A028642100,BROMOCRIPTINE ， 一般錠劑膠囊劑 ， 2.50 MG,9
A028648100,KETOTIFEN ， 一般錠劑膠囊劑 ， 1.00 MG,0
A028656500,DICLOFENAC ， 栓劑 ， 12.50 MG,0
A028779100,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A0287791G0,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A028803100,MEBENDAZOLE ， 一般錠劑膠囊劑 ， 100.00 MG,341
A028925321,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,0
A028925329,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,0
A028938100,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,0
A0289381G0,PHENOBARBITAL ， 一般錠劑膠囊劑 ， 30.00 MG,14
A028939100,CALCIUM CARBONATE ， 一般錠劑膠囊劑 ， 500.00 MG,84
A028942100,METHYLEPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,20918.2
A0289421G0,METHYLEPHEDRINE ， 一般錠劑膠囊劑 ， 25.00 MG,393655.3
A028943100,PHENYTOIN 50MG + PHENOBARBITAL 20MG， 一般錠劑膠囊劑，,112
A028945100,AMINOPHYLLINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A028952343,CROTAMITON ， 外用液劑 ， 100.00  MG/ML ， 30.00 ML,73324.2
A028955100,FLUNARIZINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A028957100,CHLOPHEDIANOL ， 一般錠劑膠囊劑 ， 25.00 MG,9040
A028976100,ACETAMINOPHEN 300MG + PSEUDOEPHEDRINE 30MG + CHLORPHENIRAMINE 2MG， 一般錠劑膠囊劑，,42521.5
A028982110,ERYTHROMYCIN ， 口服液劑 ， 25.00  MG/ML ， 60.00 ML,9
A028986100,LOPERAMIDE ， 一般錠劑膠囊劑 ， 2.00 MG,0
A029034100,VITAMIN B12 (=MECOBALAMIN) ， 一般錠劑膠囊劑 ， 250.00 MCG,0
A029036100,AMANTADINE ， 一般錠劑膠囊劑 ， 100.00 MG,4299
A029037100,ACETAMINOPHEN 350MG + CARISOPRODOL 175MG + CAFFEINE 0-32MG ， 一般錠劑膠囊劑,0
A029059100,NIFEDIPINE ，一般錠劑膠囊劑， 10.00 MG,0
A029060255,METRONIDAZOLE ， 注射劑 ， 500.00 MG,0
A029079100,DICLOXACILLIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A029106100,RESERPINE 100MCG + BENZYLHYDROCHLOROTHIAZIDE 4MG， 一般錠劑膠囊劑,0
A029108277,DEXTROSE≦  50MG/ML  + SODIUM CHLORIDE 3.0-4.5MG/ML， 注射劑， 251-500 ML,0
A029127321,ECONAZOLE ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,0
A029133100,DOMPERIDONE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A029171100,SERRAPEPTASE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A029172100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A029207218,HEMODIALYTICS SOLUTIONS， 透析用製劑， 3800.00ML,0
A029210100,BIODIASTASE 30MG + LIPASE 5MG + NEWLASE 10MG， 一般錠劑膠囊劑，,1352697.5
A029216100,CLOSTRIDIUM BUTYRICUM MIYAIRI 20MG + VITAMIN B1 0.5MG， 一般錠劑膠囊劑，,1695626.6
A029217321,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM， 外用軟膏劑， 5.00GM,0
A029217329,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM， 外用軟膏劑， 10.00GM,793
A029217338,TRIAMCINOLONE 1MG/GM + ECONAZOLE 10MG/GM， 外用軟膏劑， 20.00GM,138
A029226100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,483790
A029247100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,0
A029249100,SULPIRIDE ， 一般錠劑膠囊劑 ， 200.00 MG,499
A0292501G0,SULPIRIDE ， 一般錠劑膠囊劑 ， 50.00 MG,1996
A029252100,DICLOFENAC ， 一般錠劑膠囊劑 ， 50.00 MG,0
A029255100,ALUMINUM HYDROXIDE DRIED GEL 42.65MG + BENACTYZINE METHOBROMIDE 5MG +  MAGNESIUM ALUMINUM HYDROXIDE CO-DRIED GEL 175.95MG + MUCIN GASTRIC 5MG， 一般錠劑膠囊劑，,0
A029279309,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 1000.00 GM,0
A029279321,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 5.00 GM,0
A029279329,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,0
A029279335,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 15.00 GM,0
A029286329,POVIDONE-IODINE ， 外用軟膏劑 ， 10.00  MG/GM ， 10.00 GM,192212
A029295100,SERRAPEPTASE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A029298338,BENZOYL PEROXIDE 50MG/GM + CETYL ALCOHOL 135MG/GM + LIQUID PARAFFIN 135MG/GM， 外用軟膏劑， 20.00GM,103
A029320100,AMILORIDE 5MG + HYDROCHLOROTHIAZIDE 50MG， 一般錠劑膠囊劑,73.5
A029325100,TOLAZAMIDE ， 一般錠劑膠囊劑 ， 100.00 MG,25501
A029343429,NEOSTIGMINE ， 眼用液劑 ， 0.10  MG/ML ， 10.00 ML,1
A029345100,METRONIDAZOLE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A029349100,CIMETIDINE ， 一般錠劑膠囊劑 ， 400.00 MG,0
A029354319,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 4.00 GM,30.3
A029354324,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 7.00 GM,113
A029354329,CLOBETASOL PROPIONATE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,801
A029356100,BETAHISTINE ， 一般錠劑膠囊劑 ， 12.00 MG,0
A029365100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A029427100,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A029432100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A029440100,FLUNARIZINE ， 一般錠劑膠囊劑 ， 10.00 MG,0
A029442100,AMANTADINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A029465100,METHYLPREDNISOLONE ， 一般錠劑膠囊劑 ， 2.00 MG,0
A029473100,SUCRALFATE ， 一般錠劑膠囊劑 ， 500.00 MG,469
A029478100,ATENOLOL ， 一般錠劑膠囊劑 ， 100.00 MG,0
A029482500,BISACODYL ， 栓劑 ， 10.00 MG,0
A029509100,IBUPROFEN ， 一般錠劑膠囊劑 ， 400.00 MG,0
A029511100,FLURAZEPAM ， 一般錠劑膠囊劑 ， 30.00 MG,280
A029522209,ESTRADIOL 3MG/ML + PROGESTERONE 50MG/ML， 注射劑， 1.00ML,33
A029550100,CEPHALEXIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A029559500,DICLOFENAC ， 栓劑 ， 25.00 MG,0
A029562100,OXOLAMINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A029563329,NIFLUMIC ACID ， 外用軟膏劑 ， 30.00  MG/GM ， 10.00 GM,8
A029564100,AMANTADINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A029572100,FLUNARIZINE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A029576100,OXAZOLAM ， 一般錠劑膠囊劑 ， 10.00 MG,0
A029590100,VITAMIN B1 3MG + VITAMIN B2 3MG + VITAMIN B6 3MG + VITAMIN B12 3MCG + NICOTINAMIDE 15MG + VIT E 3.3MG + LECITHIN 175MG，一般錠劑膠囊劑,352
A029594100,OXOLAMINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A029599100,CEPHRADINE ， 一般錠劑膠囊劑 ， 250.00 MG,0
A029600209,CEPHRADINE ， 注射劑 ， 1000.00 MG,1
A029601100,PREDNISOLONE ， 一般錠劑膠囊劑 ， 5.00 MG,0
A029611100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A029619100,VITAMIN B1 1MG + VITAMIN B1 0.67MG + VITAMIN C 2.5MG + PANTOTHENIC ACID 0.17MG， 一般錠劑膠囊劑，,0
A029620100,SULPIRIDE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A029623100,CEPHRADINE ， 一般錠劑膠囊劑 ， 500.00 MG,15245
A029630100,VITAMIN B12 (=MECOBALAMIN) ， 一般錠劑膠囊劑 ， 500.00 MCG,0
A029631157,PSEUDOEPHEDRINE 6MG/ML + TRIPROLIDINE 250MCG/ML ， 口服液劑， 120.00ML,0
A029634118,DEXTROMETHORPHAN 1MG/GM + PHENYLEPHRINE 1MG/GM + CHLORPHENIRAMINE 0.2MG/ML + GUAIFENESIN 5MG/ML，內服液劑，3.8L,0
A029634151,DEXTROMETHORPHAN 1MG/GM + PHENYLEPHRINE 1MG/GM + CHLORPHENIRAMINE 0.2MG/ML + GUAIFENESIN 5MG/ML，口服液劑， 60.00ML,63544.9
A029634157,DEXTROMETHORPHAN 1MG/GM + PHENYLEPHRINE 1MG/GM + CHLORPHENIRAMINE 0.2MG/ML + GUAIFENESIN 5MG/ML， 口服液劑， 120.00ML,9874.4
A029635100,CINNARIZINE ， 一般錠劑膠囊劑 ， 25.00 MG,0
A029636100,CHLOPHEDIANOL ， 一般錠劑膠囊劑 ， 25.00 MG,0
A029697100,ERYTHROMYCIN ， 一般錠劑膠囊劑 ， 250.00 MG,0
A029704100,PIPEMIDIC ACID ， 一般錠劑膠囊劑 ， 400.00 MG,263
A029721500,DICLOFENAC ， 栓劑 ， 12.50 MG,0
A029722321,FLUOCINONIDE ， 外用軟膏劑 ， 0.50  MG/GM ， 5.00 GM,156
A029722329,FLUOCINONIDE ， 外用軟膏劑 ， 0.50  MG/GM ， 10.00 GM,53
A029727100,含ANTIHISTAMINE或NASAL DECONGESTANT之複方製劑， 一般錠劑膠囊劑,330185.9
A029740100,ACETAMINOPHEN 250MG + ACETYLSALICYLIC ACID 250MG + CAFFEINE 65MG， 一般錠劑膠囊劑，,283.5
A029747100,PIROXICAM ， 一般錠劑膠囊劑 ， 10.00 MG,0
A029749100,PIPEMIDIC ACID ， 一般錠劑膠囊劑 ， 250.00 MG,0
A029752100,MEBHYDROLINE ， 一般錠劑膠囊劑 ， 50.00 MG,0
A029753100,MEFENAMIC ACID ， 一般錠劑膠囊劑 ， 500.00 MG,0
A029758110,ACETYLCYSTEINE ， 口服顆粒劑 ， 100.00 MG,78456.6
A029758116,ACETYLCYSTEINE ， 口服顆粒劑 ， 200.00 MG,21800.2
A029766100,DIPYRIDAMOLE ， 一般錠劑膠囊劑 ， 75.00 MG,0
A029767100,AMOXICILLIN ， 一般錠劑膠囊劑 ， 500.00 MG,0
A029774100,KETOCONAZOLE ， 一般錠劑膠囊劑 ， 200.00 MG,0
A029789321,SULCONAZOLE ， 外用軟膏劑 ， 10.00  MG/GM ， 5.00 GM,0
A029790329,SULCONAZOLE ， 外用液劑 ， 10.00  MG/ML ， 10.00 ML,0
A029796100,AMANTADINE ， 一般錠劑膠囊劑 ， 100.00 MG,0
A029797100,CIMETIDINE ， 一般錠劑膠囊劑 ， 200.00 MG,0
A029802100,CEFADROXIL ， 一般錠劑膠囊劑 ， 500.00 MG,0
A029810100,TRIAMCINOLONE ， 一般錠劑膠囊劑 ， 4.00 MG,0
